id,left_pattern,left_support,right_pattern,right_support,support,confidence,lift
0,ser żółty;chleb pełnoziarnisty,0.160,banany;mleko,0.165,0.026,0.162,0.985
288,ziemniaki;ryż brązowy;banany,0.056,jabłka,0.407,0.021,0.375,0.921
289,jabłka;ryż brązowy;banany,0.062,ziemniaki,0.401,0.021,0.339,0.845
290,ziemniaki;jajka,0.177,chleb pełnoziarnisty;ogórki,0.163,0.027,0.153,0.936
291,ziemniaki;chleb pełnoziarnisty,0.164,jajka;ogórki,0.155,0.027,0.165,1.062
292,ziemniaki;ogórki,0.153,jajka;chleb pełnoziarnisty,0.180,0.027,0.176,0.980
293,jajka;chleb pełnoziarnisty,0.180,ziemniaki;ogórki,0.153,0.027,0.150,0.980
294,jajka;ogórki,0.155,ziemniaki;chleb pełnoziarnisty,0.164,0.027,0.174,1.062
295,chleb pełnoziarnisty;ogórki,0.163,ziemniaki;jajka,0.177,0.027,0.166,0.936
296,ziemniaki;jajka;chleb pełnoziarnisty,0.074,ogórki,0.396,0.027,0.365,0.921
297,ziemniaki;jajka;ogórki,0.062,chleb pełnoziarnisty,0.414,0.027,0.435,1.052
298,ziemniaki;chleb pełnoziarnisty;ogórki,0.060,jajka,0.432,0.027,0.450,1.042
299,jajka;chleb pełnoziarnisty;ogórki,0.066,ziemniaki,0.401,0.027,0.409,1.020
300,ziemniaki;jabłka,0.160,jajka;jogurt naturalny,0.180,0.031,0.194,1.076
301,ziemniaki;jajka,0.177,jabłka;jogurt naturalny,0.177,0.031,0.175,0.989
302,ziemniaki;jogurt naturalny,0.165,jabłka;jajka,0.167,0.031,0.188,1.125
303,jabłka;jajka,0.167,ziemniaki;jogurt naturalny,0.165,0.031,0.186,1.125
304,jabłka;jogurt naturalny,0.177,ziemniaki;jajka,0.177,0.031,0.175,0.989
305,jajka;jogurt naturalny,0.180,ziemniaki;jabłka,0.160,0.031,0.172,1.076
306,ziemniaki;jabłka;jajka,0.065,jogurt naturalny,0.434,0.031,0.477,1.099
307,ziemniaki;jabłka;jogurt naturalny,0.070,jajka,0.432,0.031,0.443,1.025
308,ziemniaki;jajka;jogurt naturalny,0.076,jabłka,0.407,0.031,0.408,1.002
309,jabłka;jajka;jogurt naturalny,0.071,ziemniaki,0.401,0.031,0.437,1.089
310,jabłka;jajka,0.167,ryż brązowy;jogurt naturalny,0.172,0.021,0.126,0.731
311,jabłka;ryż brązowy,0.175,jajka;jogurt naturalny,0.180,0.021,0.120,0.667
312,jabłka;jogurt naturalny,0.177,jajka;ryż brązowy,0.171,0.021,0.119,0.694
313,jajka;ryż brązowy,0.171,jabłka;jogurt naturalny,0.177,0.021,0.123,0.694
314,jajka;jogurt naturalny,0.180,jabłka;ryż brązowy,0.175,0.021,0.117,0.667
315,ryż brązowy;jogurt naturalny,0.172,jabłka;jajka,0.167,0.021,0.122,0.731
316,jabłka;jajka;ryż brązowy,0.068,jogurt naturalny,0.434,0.021,0.309,0.712
317,jabłka;jajka;jogurt naturalny,0.071,ryż brązowy,0.412,0.021,0.296,0.718
318,jabłka;ryż brązowy;jogurt naturalny,0.069,jajka,0.432,0.021,0.304,0.705
319,jajka;ryż brązowy;jogurt naturalny,0.067,jabłka,0.407,0.021,0.313,0.770
320,jabłka;ogórki,0.150,jogurt naturalny;mleko,0.184,0.024,0.160,0.870
321,jabłka;jogurt naturalny,0.177,ogórki;mleko,0.162,0.024,0.136,0.837
322,jabłka;mleko,0.170,jogurt naturalny;ogórki,0.162,0.024,0.141,0.871
323,jogurt naturalny;ogórki,0.162,jabłka;mleko,0.170,0.024,0.148,0.871
324,ogórki;mleko,0.162,jabłka;jogurt naturalny,0.177,0.024,0.148,0.837
325,jogurt naturalny;mleko,0.184,jabłka;ogórki,0.150,0.024,0.130,0.870
326,jabłka;jogurt naturalny;ogórki,0.059,mleko,0.434,0.024,0.407,0.937
327,jabłka;ogórki;mleko,0.057,jogurt naturalny,0.434,0.024,0.421,0.970
328,jabłka;jogurt naturalny;mleko,0.079,ogórki,0.396,0.024,0.304,0.767
329,jogurt naturalny;ogórki;mleko,0.063,jabłka,0.407,0.024,0.381,0.936
330,ziemniaki;jajka,0.177,ogórki;banany,0.156,0.026,0.147,0.942
331,ziemniaki;ogórki,0.153,jajka;banany,0.157,0.026,0.170,1.082
332,ziemniaki;banany,0.146,jajka;ogórki,0.155,0.026,0.178,1.149
333,jajka;ogórki,0.155,ziemniaki;banany,0.146,0.026,0.168,1.149
334,jajka;banany,0.157,ziemniaki;ogórki,0.153,0.026,0.166,1.082
335,ogórki;banany,0.156,ziemniaki;jajka,0.177,0.026,0.167,0.942
336,ziemniaki;jajka;ogórki,0.062,banany,0.389,0.026,0.419,1.078
337,ziemniaki;jajka;banany,0.062,ogórki,0.396,0.026,0.419,1.059
338,ziemniaki;ogórki;banany,0.062,jajka,0.432,0.026,0.419,0.971
339,jajka;ogórki;banany,0.064,ziemniaki,0.401,0.026,0.406,1.013
340,ziemniaki;ryż brązowy,0.156,chleb pełnoziarnisty;jogurt naturalny,0.169,0.024,0.154,0.910
341,ziemniaki;chleb pełnoziarnisty,0.164,ryż brązowy;jogurt naturalny,0.172,0.024,0.146,0.851
342,ziemniaki;jogurt naturalny,0.165,ryż brązowy;chleb pełnoziarnisty,0.176,0.024,0.145,0.826
343,ryż brązowy;chleb pełnoziarnisty,0.176,ziemniaki;jogurt naturalny,0.165,0.024,0.136,0.826
344,ryż brązowy;jogurt naturalny,0.172,ziemniaki;chleb pełnoziarnisty,0.164,0.024,0.140,0.851
345,chleb pełnoziarnisty;jogurt naturalny,0.169,ziemniaki;ryż brązowy,0.156,0.024,0.142,0.910
346,ziemniaki;ryż brązowy;chleb pełnoziarnisty,0.068,jogurt naturalny,0.434,0.024,0.353,0.813
347,ziemniaki;ryż brązowy;jogurt naturalny,0.056,chleb pełnoziarnisty,0.414,0.024,0.429,1.035
348,ziemniaki;chleb pełnoziarnisty;jogurt naturalny,0.066,ryż brązowy,0.412,0.024,0.364,0.883
349,ryż brązowy;chleb pełnoziarnisty;jogurt naturalny,0.071,ziemniaki,0.401,0.024,0.338,0.843
350,ziemniaki;ser żółty,0.159,jogurt naturalny;banany,0.156,0.020,0.126,0.806
351,ziemniaki;jogurt naturalny,0.165,ser żółty;banany,0.163,0.020,0.121,0.744
352,ziemniaki;banany,0.146,ser żółty;jogurt naturalny,0.175,0.020,0.137,0.783
353,ser żółty;jogurt naturalny,0.175,ziemniaki;banany,0.146,0.020,0.114,0.783
354,ser żółty;banany,0.163,ziemniaki;jogurt naturalny,0.165,0.020,0.123,0.744
355,jogurt naturalny;banany,0.156,ziemniaki;ser żółty,0.159,0.020,0.128,0.806
356,ziemniaki;ser żółty;jogurt naturalny,0.054,banany,0.389,0.020,0.370,0.952
357,ziemniaki;ser żółty;banany,0.065,jogurt naturalny,0.434,0.020,0.308,0.709
358,ziemniaki;jogurt naturalny;banany,0.055,ser żółty,0.418,0.020,0.364,0.870
359,ser żółty;jogurt naturalny;banany,0.061,ziemniaki,0.401,0.020,0.328,0.818
360,ziemniaki;jajka,0.177,jogurt naturalny;ogórki,0.162,0.021,0.119,0.732
361,ziemniaki;ogórki,0.153,jajka;jogurt naturalny,0.180,0.021,0.137,0.763
362,ziemniaki;jogurt naturalny,0.165,jajka;ogórki,0.155,0.021,0.127,0.821
363,jajka;ogórki,0.155,ziemniaki;jogurt naturalny,0.165,0.021,0.135,0.821
364,jajka;jogurt naturalny,0.180,ziemniaki;ogórki,0.153,0.021,0.117,0.763
365,jogurt naturalny;ogórki,0.162,ziemniaki;jajka,0.177,0.021,0.130,0.732
366,ziemniaki;jajka;ogórki,0.062,jogurt naturalny,0.434,0.021,0.339,0.780
367,ziemniaki;jajka;jogurt naturalny,0.076,ogórki,0.396,0.021,0.276,0.698
368,ziemniaki;jogurt naturalny;ogórki,0.053,jajka,0.432,0.021,0.396,0.917
369,jajka;jogurt naturalny;ogórki,0.055,ziemniaki,0.401,0.021,0.382,0.952
370,ziemniaki;ser żółty,0.159,jogurt naturalny;mleko,0.184,0.027,0.170,0.923
371,ziemniaki;jogurt naturalny,0.165,ser żółty;mleko,0.194,0.027,0.164,0.843
372,ziemniaki;mleko,0.178,ser żółty;jogurt naturalny,0.175,0.027,0.152,0.867
373,ser żółty;jogurt naturalny,0.175,ziemniaki;mleko,0.178,0.027,0.154,0.867
374,ser żółty;mleko,0.194,ziemniaki;jogurt naturalny,0.165,0.027,0.139,0.843
375,jogurt naturalny;mleko,0.184,ziemniaki;ser żółty,0.159,0.027,0.147,0.923
376,ziemniaki;ser żółty;jogurt naturalny,0.054,mleko,0.434,0.027,0.500,1.152
377,ziemniaki;ser żółty;mleko,0.081,jogurt naturalny,0.434,0.027,0.333,0.768
378,ziemniaki;jogurt naturalny;mleko,0.075,ser żółty,0.418,0.027,0.360,0.861
379,ser żółty;jogurt naturalny;mleko,0.080,ziemniaki,0.401,0.027,0.337,0.842
380,ser żółty;jajka,0.176,ryż brązowy;chleb pełnoziarnisty,0.176,0.036,0.205,1.162
381,ser żółty;ryż brązowy,0.171,jajka;chleb pełnoziarnisty,0.180,0.036,0.211,1.170
382,ser żółty;chleb pełnoziarnisty,0.160,jajka;ryż brązowy,0.171,0.036,0.225,1.316
383,jajka;ryż brązowy,0.171,ser żółty;chleb pełnoziarnisty,0.160,0.036,0.211,1.316
384,jajka;chleb pełnoziarnisty,0.180,ser żółty;ryż brązowy,0.171,0.036,0.200,1.170
385,ryż brązowy;chleb pełnoziarnisty,0.176,ser żółty;jajka,0.176,0.036,0.205,1.162
386,ser żółty;jajka;ryż brązowy,0.076,chleb pełnoziarnisty,0.414,0.036,0.474,1.144
387,ser żółty;jajka;chleb pełnoziarnisty,0.072,ryż brązowy,0.412,0.036,0.500,1.214
388,ser żółty;ryż brązowy;chleb pełnoziarnisty,0.071,jajka,0.432,0.036,0.507,1.174
389,jajka;ryż brązowy;chleb pełnoziarnisty,0.075,ser żółty,0.418,0.036,0.480,1.148
390,jabłka;ser żółty,0.163,chleb pełnoziarnisty;mleko,0.177,0.031,0.190,1.074
391,ser żółty;chleb pełnoziarnisty,0.160,jabłka;mleko,0.170,0.031,0.194,1.140
392,ser żółty;mleko,0.194,jabłka;chleb pełnoziarnisty,0.162,0.031,0.160,0.986
393,jabłka;chleb pełnoziarnisty,0.162,ser żółty;mleko,0.194,0.031,0.191,0.986
394,jabłka;mleko,0.170,ser żółty;chleb pełnoziarnisty,0.160,0.031,0.182,1.140
395,chleb pełnoziarnisty;mleko,0.177,jabłka;ser żółty,0.163,0.031,0.175,1.074
396,jabłka;ser żółty;chleb pełnoziarnisty,0.059,mleko,0.434,0.031,0.525,1.211
397,jabłka;ser żółty;mleko,0.078,chleb pełnoziarnisty,0.414,0.031,0.397,0.960
398,ser żółty;chleb pełnoziarnisty;mleko,0.073,jabłka,0.407,0.031,0.425,1.043
399,jabłka;chleb pełnoziarnisty;mleko,0.075,ser żółty,0.418,0.031,0.413,0.989
400,ziemniaki;ryż brązowy,0.156,chleb pełnoziarnisty;banany,0.158,0.024,0.154,0.974
401,ziemniaki;chleb pełnoziarnisty,0.164,ryż brązowy;banany,0.149,0.024,0.146,0.982
402,ziemniaki;banany,0.146,ryż brązowy;chleb pełnoziarnisty,0.176,0.024,0.164,0.934
403,ryż brązowy;chleb pełnoziarnisty,0.176,ziemniaki;banany,0.146,0.024,0.136,0.934
404,ryż brązowy;banany,0.149,ziemniaki;chleb pełnoziarnisty,0.164,0.024,0.161,0.982
405,chleb pełnoziarnisty;banany,0.158,ziemniaki;ryż brązowy,0.156,0.024,0.152,0.974
406,ziemniaki;ryż brązowy;chleb pełnoziarnisty,0.068,banany,0.389,0.024,0.353,0.907
407,ziemniaki;ryż brązowy;banany,0.056,chleb pełnoziarnisty,0.414,0.024,0.429,1.035
408,ziemniaki;chleb pełnoziarnisty;banany,0.059,ryż brązowy,0.412,0.024,0.407,0.987
409,ryż brązowy;chleb pełnoziarnisty;banany,0.061,ziemniaki,0.401,0.024,0.393,0.981
410,jabłka;ser żółty,0.163,chleb pełnoziarnisty;ogórki,0.163,0.026,0.160,0.979
411,ser żółty;chleb pełnoziarnisty,0.160,jabłka;ogórki,0.150,0.026,0.162,1.083
412,ser żółty;ogórki,0.172,jabłka;chleb pełnoziarnisty,0.162,0.026,0.151,0.933
413,jabłka;chleb pełnoziarnisty,0.162,ser żółty;ogórki,0.172,0.026,0.160,0.933
414,jabłka;ogórki,0.150,ser żółty;chleb pełnoziarnisty,0.160,0.026,0.173,1.083
415,chleb pełnoziarnisty;ogórki,0.163,jabłka;ser żółty,0.163,0.026,0.160,0.979
416,jabłka;ser żółty;chleb pełnoziarnisty,0.059,ogórki,0.396,0.026,0.441,1.113
417,jabłka;ser żółty;ogórki,0.067,chleb pełnoziarnisty,0.414,0.026,0.388,0.937
418,ser żółty;chleb pełnoziarnisty;ogórki,0.069,jabłka,0.407,0.026,0.377,0.926
419,jabłka;chleb pełnoziarnisty;ogórki,0.053,ser żółty,0.418,0.026,0.491,1.174
420,ziemniaki;ryż brązowy,0.156,banany;mleko,0.165,0.021,0.135,0.816
421,ziemniaki;mleko,0.178,ryż brązowy;banany,0.149,0.021,0.118,0.792
422,ziemniaki;banany,0.146,ryż brązowy;mleko,0.181,0.021,0.144,0.795
423,ryż brązowy;mleko,0.181,ziemniaki;banany,0.146,0.021,0.116,0.795
424,ryż brązowy;banany,0.149,ziemniaki;mleko,0.178,0.021,0.141,0.792
425,banany;mleko,0.165,ziemniaki;ryż brązowy,0.156,0.021,0.127,0.816
426,ziemniaki;ryż brązowy;mleko,0.063,banany,0.389,0.021,0.333,0.857
427,ziemniaki;ryż brązowy;banany,0.056,mleko,0.434,0.021,0.375,0.864
428,ziemniaki;mleko;banany,0.061,ryż brązowy,0.412,0.021,0.344,0.836
429,ryż brązowy;mleko;banany,0.063,ziemniaki,0.401,0.021,0.333,0.831
430,ziemniaki;ser żółty,0.159,jabłka;banany,0.160,0.029,0.182,1.140
431,ziemniaki;jabłka,0.160,ser żółty;banany,0.163,0.029,0.181,1.112
432,ziemniaki;banany,0.146,jabłka;ser żółty,0.163,0.029,0.199,1.219
433,jabłka;ser żółty,0.163,ziemniaki;banany,0.146,0.029,0.178,1.219
434,ser żółty;banany,0.163,ziemniaki;jabłka,0.160,0.029,0.178,1.112
435,jabłka;banany,0.160,ziemniaki;ser żółty,0.159,0.029,0.181,1.140
436,ziemniaki;jabłka;ser żółty,0.065,banany,0.389,0.029,0.446,1.147
437,ziemniaki;ser żółty;banany,0.065,jabłka,0.407,0.029,0.446,1.096
438,ziemniaki;jabłka;banany,0.057,ser żółty,0.418,0.029,0.509,1.217
439,jabłka;ser żółty;banany,0.067,ziemniaki,0.401,0.029,0.433,1.079
440,ser żółty;ogórki,0.172,jogurt naturalny;banany,0.156,0.024,0.140,0.894
441,ser żółty;jogurt naturalny,0.175,ogórki;banany,0.156,0.024,0.137,0.879
442,ser żółty;banany,0.163,jogurt naturalny;ogórki,0.162,0.024,0.147,0.909
443,jogurt naturalny;ogórki,0.162,ser żółty;banany,0.163,0.024,0.148,0.909
444,ogórki;banany,0.156,ser żółty;jogurt naturalny,0.175,0.024,0.154,0.879
445,jogurt naturalny;banany,0.156,ser żółty;ogórki,0.172,0.024,0.154,0.894
446,ser żółty;jogurt naturalny;ogórki,0.063,banany,0.389,0.024,0.381,0.979
447,ser żółty;ogórki;banany,0.071,jogurt naturalny,0.434,0.024,0.338,0.779
448,ser żółty;jogurt naturalny;banany,0.061,ogórki,0.396,0.024,0.393,0.994
449,jogurt naturalny;ogórki;banany,0.062,ser żółty,0.418,0.024,0.387,0.926
450,jabłka;jajka,0.167,ryż brązowy;banany,0.149,0.023,0.138,0.924
451,jabłka;ryż brązowy,0.175,jajka;banany,0.157,0.023,0.131,0.837
452,jabłka;banany,0.160,jajka;ryż brązowy,0.171,0.023,0.144,0.841
453,jajka;ryż brązowy,0.171,jabłka;banany,0.160,0.023,0.135,0.841
454,jajka;banany,0.157,jabłka;ryż brązowy,0.175,0.023,0.146,0.837
455,ryż brązowy;banany,0.149,jabłka;jajka,0.167,0.023,0.154,0.924
456,jabłka;jajka;ryż brązowy,0.068,banany,0.389,0.023,0.338,0.869
457,jabłka;jajka;banany,0.056,ryż brązowy,0.412,0.023,0.411,0.997
458,jabłka;ryż brązowy;banany,0.062,jajka,0.432,0.023,0.371,0.859
459,jajka;ryż brązowy;banany,0.066,jabłka,0.407,0.023,0.348,0.856
460,jabłka;ser żółty,0.163,jajka;chleb pełnoziarnisty,0.180,0.022,0.135,0.750
461,ser żółty;jajka,0.176,jabłka;chleb pełnoziarnisty,0.162,0.022,0.125,0.772
462,ser żółty;chleb pełnoziarnisty,0.160,jabłka;jajka,0.167,0.022,0.137,0.823
463,jabłka;jajka,0.167,ser żółty;chleb pełnoziarnisty,0.160,0.022,0.132,0.823
464,jabłka;chleb pełnoziarnisty,0.162,ser żółty;jajka,0.176,0.022,0.136,0.772
465,jajka;chleb pełnoziarnisty,0.180,jabłka;ser żółty,0.163,0.022,0.122,0.750
466,jabłka;ser żółty;jajka,0.066,chleb pełnoziarnisty,0.414,0.022,0.333,0.805
467,jabłka;ser żółty;chleb pełnoziarnisty,0.059,jajka,0.432,0.022,0.373,0.863
468,ser żółty;jajka;chleb pełnoziarnisty,0.072,jabłka,0.407,0.022,0.306,0.751
469,jabłka;jajka;chleb pełnoziarnisty,0.059,ser żółty,0.418,0.022,0.373,0.892
470,ser żółty;ryż brązowy,0.171,ogórki;banany,0.156,0.030,0.175,1.125
471,ser żółty;ogórki,0.172,ryż brązowy;banany,0.149,0.030,0.174,1.171
472,ser żółty;banany,0.163,ryż brązowy;ogórki,0.169,0.030,0.184,1.089
473,ryż brązowy;ogórki,0.169,ser żółty;banany,0.163,0.030,0.178,1.089
474,ryż brązowy;banany,0.149,ser żółty;ogórki,0.172,0.030,0.201,1.171
475,ogórki;banany,0.156,ser żółty;ryż brązowy,0.171,0.030,0.192,1.125
476,ser żółty;ryż brązowy;ogórki,0.079,banany,0.389,0.030,0.380,0.976
477,ser żółty;ryż brązowy;banany,0.061,ogórki,0.396,0.030,0.492,1.242
478,ser żółty;ogórki;banany,0.071,ryż brązowy,0.412,0.030,0.423,1.026
479,ryż brązowy;ogórki;banany,0.068,ser żółty,0.418,0.030,0.441,1.055
480,ziemniaki;chleb pełnoziarnisty,0.164,jogurt naturalny;banany,0.156,0.022,0.134,0.860
481,ziemniaki;jogurt naturalny,0.165,chleb pełnoziarnisty;banany,0.158,0.022,0.133,0.844
482,ziemniaki;banany,0.146,chleb pełnoziarnisty;jogurt naturalny,0.169,0.022,0.151,0.892
483,chleb pełnoziarnisty;jogurt naturalny,0.169,ziemniaki;banany,0.146,0.022,0.130,0.892
484,chleb pełnoziarnisty;banany,0.158,ziemniaki;jogurt naturalny,0.165,0.022,0.139,0.844
485,jogurt naturalny;banany,0.156,ziemniaki;chleb pełnoziarnisty,0.164,0.022,0.141,0.860
486,ziemniaki;chleb pełnoziarnisty;jogurt naturalny,0.066,banany,0.389,0.022,0.333,0.857
487,ziemniaki;chleb pełnoziarnisty;banany,0.059,jogurt naturalny,0.434,0.022,0.373,0.859
488,ziemniaki;jogurt naturalny;banany,0.055,chleb pełnoziarnisty,0.414,0.022,0.400,0.966
489,chleb pełnoziarnisty;jogurt naturalny;banany,0.059,ziemniaki,0.401,0.022,0.373,0.930
490,chleb pełnoziarnisty;ogórki,0.163,jogurt naturalny;mleko,0.184,0.025,0.153,0.834
491,chleb pełnoziarnisty;jogurt naturalny,0.169,ogórki;mleko,0.162,0.025,0.148,0.913
492,chleb pełnoziarnisty;mleko,0.177,jogurt naturalny;ogórki,0.162,0.025,0.141,0.872
493,jogurt naturalny;ogórki,0.162,chleb pełnoziarnisty;mleko,0.177,0.025,0.154,0.872
494,ogórki;mleko,0.162,chleb pełnoziarnisty;jogurt naturalny,0.169,0.025,0.154,0.913
495,jogurt naturalny;mleko,0.184,chleb pełnoziarnisty;ogórki,0.163,0.025,0.136,0.834
496,chleb pełnoziarnisty;jogurt naturalny;ogórki,0.065,mleko,0.434,0.025,0.385,0.886
497,chleb pełnoziarnisty;ogórki;mleko,0.064,jogurt naturalny,0.434,0.025,0.391,0.900
498,chleb pełnoziarnisty;jogurt naturalny;mleko,0.074,ogórki,0.396,0.025,0.338,0.853
499,jogurt naturalny;ogórki;mleko,0.063,chleb pełnoziarnisty,0.414,0.025,0.397,0.959
500,jajka;ryż brązowy,0.171,chleb pełnoziarnisty;mleko,0.177,0.033,0.193,1.090
501,jajka;chleb pełnoziarnisty,0.180,ryż brązowy;mleko,0.181,0.033,0.183,1.013
502,jajka;mleko,0.171,ryż brązowy;chleb pełnoziarnisty,0.176,0.033,0.193,1.096
503,ryż brązowy;chleb pełnoziarnisty,0.176,jajka;mleko,0.171,0.033,0.188,1.096
504,ryż brązowy;mleko,0.181,jajka;chleb pełnoziarnisty,0.180,0.033,0.182,1.013
505,chleb pełnoziarnisty;mleko,0.177,jajka;ryż brązowy,0.171,0.033,0.186,1.090
506,jajka;ryż brązowy;chleb pełnoziarnisty,0.075,mleko,0.434,0.033,0.440,1.014
507,jajka;ryż brązowy;mleko,0.072,chleb pełnoziarnisty,0.414,0.033,0.458,1.107
508,jajka;chleb pełnoziarnisty;mleko,0.071,ryż brązowy,0.412,0.033,0.465,1.128
509,ryż brązowy;chleb pełnoziarnisty;mleko,0.078,jajka,0.432,0.033,0.423,0.979
510,jabłka;jogurt naturalny,0.177,banany;mleko,0.165,0.024,0.136,0.822
511,jabłka;mleko,0.170,jogurt naturalny;banany,0.156,0.024,0.141,0.905
512,jabłka;banany,0.160,jogurt naturalny;mleko,0.184,0.024,0.150,0.815
513,jogurt naturalny;mleko,0.184,jabłka;banany,0.160,0.024,0.130,0.815
514,jogurt naturalny;banany,0.156,jabłka;mleko,0.170,0.024,0.154,0.905
515,banany;mleko,0.165,jabłka;jogurt naturalny,0.177,0.024,0.145,0.822
516,jabłka;jogurt naturalny;mleko,0.079,banany,0.389,0.024,0.304,0.781
517,jabłka;jogurt naturalny;banany,0.058,mleko,0.434,0.024,0.414,0.953
518,jabłka;mleko;banany,0.065,jogurt naturalny,0.434,0.024,0.369,0.851
519,jogurt naturalny;mleko;banany,0.063,jabłka,0.407,0.024,0.381,0.936
520,ser żółty;chleb pełnoziarnisty,0.160,jogurt naturalny;mleko,0.184,0.031,0.194,1.053
521,ser żółty;jogurt naturalny,0.175,chleb pełnoziarnisty;mleko,0.177,0.031,0.177,1.001
522,ser żółty;mleko,0.194,chleb pełnoziarnisty;jogurt naturalny,0.169,0.031,0.160,0.946
523,chleb pełnoziarnisty;jogurt naturalny,0.169,ser żółty;mleko,0.194,0.031,0.183,0.946
524,chleb pełnoziarnisty;mleko,0.177,ser żółty;jogurt naturalny,0.175,0.031,0.175,1.001
525,jogurt naturalny;mleko,0.184,ser żółty;chleb pełnoziarnisty,0.160,0.031,0.168,1.053
526,ser żółty;chleb pełnoziarnisty;jogurt naturalny,0.061,mleko,0.434,0.031,0.508,1.171
527,ser żółty;chleb pełnoziarnisty;mleko,0.073,jogurt naturalny,0.434,0.031,0.425,0.978
528,ser żółty;jogurt naturalny;mleko,0.080,chleb pełnoziarnisty,0.414,0.031,0.388,0.936
529,chleb pełnoziarnisty;jogurt naturalny;mleko,0.074,ser żółty,0.418,0.031,0.419,1.002
530,ser żółty;chleb pełnoziarnisty,0.160,jogurt naturalny;ogórki,0.162,0.025,0.156,0.965
531,ser żółty;ogórki,0.172,chleb pełnoziarnisty;jogurt naturalny,0.169,0.025,0.145,0.860
532,ser żółty;jogurt naturalny,0.175,chleb pełnoziarnisty;ogórki,0.163,0.025,0.143,0.876
533,chleb pełnoziarnisty;ogórki,0.163,ser żółty;jogurt naturalny,0.175,0.025,0.153,0.876
534,chleb pełnoziarnisty;jogurt naturalny,0.169,ser żółty;ogórki,0.172,0.025,0.148,0.860
535,jogurt naturalny;ogórki,0.162,ser żółty;chleb pełnoziarnisty,0.160,0.025,0.154,0.965
536,ser żółty;chleb pełnoziarnisty;ogórki,0.069,jogurt naturalny,0.434,0.025,0.362,0.835
537,ser żółty;chleb pełnoziarnisty;jogurt naturalny,0.061,ogórki,0.396,0.025,0.410,1.035
538,ser żółty;jogurt naturalny;ogórki,0.063,chleb pełnoziarnisty,0.414,0.025,0.397,0.959
539,chleb pełnoziarnisty;jogurt naturalny;ogórki,0.065,ser żółty,0.418,0.025,0.385,0.920
540,ziemniaki;ser żółty,0.159,ogórki;mleko,0.162,0.030,0.189,1.165
541,ziemniaki;ogórki,0.153,ser żółty;mleko,0.194,0.030,0.196,1.011
542,ziemniaki;mleko,0.178,ser żółty;ogórki,0.172,0.030,0.169,0.980
543,ser żółty;ogórki,0.172,ziemniaki;mleko,0.178,0.030,0.174,0.980
544,ser żółty;mleko,0.194,ziemniaki;ogórki,0.153,0.030,0.155,1.011
545,ogórki;mleko,0.162,ziemniaki;ser żółty,0.159,0.030,0.185,1.165
546,ziemniaki;ser żółty;ogórki,0.067,mleko,0.434,0.030,0.448,1.032
547,ziemniaki;ser żółty;mleko,0.081,ogórki,0.396,0.030,0.370,0.935
548,ziemniaki;ogórki;mleko,0.060,ser żółty,0.418,0.030,0.500,1.196
549,ser żółty;ogórki;mleko,0.076,ziemniaki,0.401,0.030,0.395,0.984
550,ser żółty;ryż brązowy,0.171,jogurt naturalny;mleko,0.184,0.032,0.187,1.017
551,ser żółty;jogurt naturalny,0.175,ryż brązowy;mleko,0.181,0.032,0.183,1.010
552,ser żółty;mleko,0.194,ryż brązowy;jogurt naturalny,0.172,0.032,0.165,0.959
553,ryż brązowy;jogurt naturalny,0.172,ser żółty;mleko,0.194,0.032,0.186,0.959
554,ryż brązowy;mleko,0.181,ser żółty;jogurt naturalny,0.175,0.032,0.177,1.010
555,jogurt naturalny;mleko,0.184,ser żółty;ryż brązowy,0.171,0.032,0.174,1.017
556,ser żółty;ryż brązowy;jogurt naturalny,0.069,mleko,0.434,0.032,0.464,1.069
557,ser żółty;ryż brązowy;mleko,0.076,jogurt naturalny,0.434,0.032,0.421,0.970
558,ser żółty;jogurt naturalny;mleko,0.080,ryż brązowy,0.412,0.032,0.400,0.971
559,ryż brązowy;jogurt naturalny;mleko,0.075,ser żółty,0.418,0.032,0.427,1.021
560,ziemniaki;jajka,0.177,jogurt naturalny;mleko,0.184,0.035,0.198,1.075
561,ziemniaki;jogurt naturalny,0.165,jajka;mleko,0.171,0.035,0.212,1.240
562,ziemniaki;mleko,0.178,jajka;jogurt naturalny,0.180,0.035,0.197,1.092
563,jajka;jogurt naturalny,0.180,ziemniaki;mleko,0.178,0.035,0.194,1.092
564,jajka;mleko,0.171,ziemniaki;jogurt naturalny,0.165,0.035,0.205,1.240
565,jogurt naturalny;mleko,0.184,ziemniaki;jajka,0.177,0.035,0.190,1.075
